,Sale_id,Sale_date,Country,Region,City,Product_name,Category,Storage,Color,Is_5g,Unit_price_usd,Discount_pct,Units_sold,Discounted_price_usd,Fx_rate_to_usd,Revenue_local_currency,Sales_channel,Payment_method,Customer_segment,Customer_age_group,Previous_device_os,Customer_rating,Return_status,Revenue_before_discount,Revenue_after_discount,Total_price_product,Price_range,Integer_part,Revenue_usd_currency
86,SAMS-00000087,22-01-2022,Argentina,South America,La Plata,Samsung 25W USB-C Adapter,Accessories,Nil,White,No,27.11,20,4,21.69,907.0,78691.32,Corporate / B2B,Samsung Pay,Business,18–24,Nil,5.0,Kept,108.44,86.76,108.44,Budget,78691,86.76 ARS
87,SAMS-00000088,29-01-2022,Argentina,South America,La Plata,Samsung Galaxy Tab S9,Galaxy Tab,64 GB,Silver,No,738.27,0,1,738.27,907.0,669610.89,E-commerce Platform,EMI / Installment,Government,35–44,Nil,3.2,Kept,738.27,738.27,738.27,Upper Mid-range,669610,738.27 ARS
88,SAMS-00000089,27-02-2022,Argentina,South America,La Plata,Samsung Galaxy Tab S9 FE,Galaxy Tab,64 GB,Lime,No,423.93,2,2,415.45,907.0,753626.3,Online (Samsung.com),Net Banking,Individual,18–24,Nil,Nil,Kept,847.86,830.9,847.86,Mid-range,753626,830.9 ARS
89,SAMS-00000090,09-03-2022,Argentina,South America,La Plata,Samsung T7 Shield 1TB SSD,Accessories,Nil,Blue,No,95.99,10,1,86.39,907.0,78355.73,Carrier Store,EMI / Installment,Business,45–54,Nil,3.6,Kept,95.99,86.39,95.99,Budget,78355,86.39 ARS
90,SAMS-00000091,14-03-2022,Argentina,South America,La Plata,Samsung Galaxy Tab S9 FE,Galaxy Tab,128 GB,Lime,No,471.46,20,1,377.17,907.0,342093.19,Third-Party Retailer,EMI / Installment,Enterprise,35–44,Nil,Nil,Exchanged,471.46,377.17,471.46,Mid-range,342093,377.17 ARS
91,SAMS-00000092,20-03-2022,Argentina,South America,La Plata,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Phantom Black,Yes,737.85,0,4,737.85,907.0,2676919.8,Corporate / B2B,Gift Card,Business,45–54,Android (Other),4.5,Kept,2951.4,2951.4,2951.4,Upper Mid-range,2676919,2951.4 ARS
92,SAMS-00000093,15-04-2022,Argentina,South America,La Plata,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome White,Yes,380.95,0,6,380.95,907.0,2073129.9,Online (Samsung.com),Net Banking,Individual,45–54,New User,3.2,Returned,2285.7,2285.7,2285.7,Mid-range,2073129,2285.7 ARS
93,SAMS-00000094,26-04-2022,Argentina,South America,La Plata,Samsung Galaxy Watch 4 Classic,Galaxy Watch,Nil,Silver,No,267.62,12,3,235.51,907.0,640822.71,Third-Party Retailer,BNPL (Buy Now Pay Later),Individual,45–54,Nil,3.0,Returned,802.86,706.53,802.86,Mid-range,640822,706.53 ARS
94,SAMS-00000095,24-05-2022,Argentina,South America,La Plata,Samsung Galaxy S24,Galaxy S,128 GB,Cream,Yes,848.49,7,2,789.1,907.0,1431427.4,Carrier Store,EMI / Installment,Government,25–34,Android (Samsung),3.8,Kept,1696.98,1578.2,1696.98,Upper Mid-range,1431427,1578.2 ARS
95,SAMS-00000096,29-07-2022,Argentina,South America,La Plata,Samsung Galaxy S22,Galaxy S,128 GB,Titanium Violet,Yes,724.45,10,2,652.01,907.0,1182746.14,E-commerce Platform,Net Banking,Government,35–44,New User,Nil,Kept,1448.9,1304.02,1448.9,Upper Mid-range,1182746,1304.02 ARS
96,SAMS-00000097,18-09-2022,Argentina,South America,La Plata,Samsung 45W USB-C Charger,Accessories,Nil,Navy,No,47.5,15,4,40.38,907.0,146498.64,Samsung Store,Cash,Business,55+,Nil,Nil,Kept,190.0,161.52,190.0,Budget,146498,161.52 ARS
97,SAMS-00000098,14-01-2023,Argentina,South America,La Plata,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,1 TB,Cream,No,945.73,0,3,945.73,907.0,2573331.33,Corporate / B2B,Credit Card,Enterprise,55+,Nil,Nil,Kept,2837.19,2837.19,2837.19,Upper Mid-range,2573331,2837.19 ARS
98,SAMS-00000099,14-01-2023,Argentina,South America,La Plata,Samsung Wireless Charger Pad,Accessories,Nil,Black,No,45.89,10,4,41.3,907.0,149836.4,Online (Samsung.com),Credit Card,Business,25–34,Nil,2.7,Kept,183.56,165.2,183.56,Budget,149836,165.2 ARS
99,SAMS-00000100,01-02-2023,Argentina,South America,La Plata,Samsung Galaxy S24 Ultra,Galaxy S,1 TB,Titanium Black,Yes,1296.0,7,2,1205.28,907.0,2186377.92,E-commerce Platform,Gift Card,Individual,55+,Android (Other),3.9,Kept,2592.0,2410.56,2592.0,Premium,2186377,2410.56 ARS
100,SAMS-00000101,12-03-2023,Argentina,South America,La Plata,Samsung Galaxy Watch 6,Galaxy Watch,Nil,Gold,No,275.13,10,4,247.62,907.0,898365.36,Corporate / B2B,EMI / Installment,Individual,25–34,Nil,Nil,Kept,1100.52,990.48,1100.52,Mid-range,898365,990.48 ARS
101,SAMS-00000102,11-04-2023,Argentina,South America,La Plata,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Lavender,Yes,1544.37,2,2,1513.48,907.0,2745452.72,Samsung Store,EMI / Installment,Education,45–54,iOS,2.8,Kept,3088.74,3026.96,3088.74,Premium,2745452,3026.96 ARS
102,SAMS-00000103,09-06-2023,Argentina,South America,La Plata,Samsung T55 27-inch FHD,Monitor,Nil,Black,No,229.85,10,2,206.87,907.0,375262.18,E-commerce Platform,Samsung Pay,Enterprise,35–44,Nil,2.8,Kept,459.7,413.74,459.7,Mid-range,375262,413.74 ARS
103,SAMS-00000104,30-06-2023,Argentina,South America,La Plata,Samsung Galaxy Watch 5,Galaxy Watch,Nil,Gold,No,254.09,0,7,254.09,907.0,1613217.41,Authorized Reseller,EMI / Installment,Business,35–44,Nil,2.7,Returned,1778.63,1778.63,1778.63,Mid-range,1613217,1778.63 ARS
104,SAMS-00000105,18-07-2023,Argentina,South America,La Plata,Samsung Galaxy S22+,Galaxy S,128 GB,Lime,Yes,961.44,3,1,932.6,907.0,845868.2,Samsung Store,Debit Card,Government,35–44,Android (Samsung),4.9,Kept,961.44,932.6,961.44,Upper Mid-range,845868,932.6 ARS
105,SAMS-00000106,17-08-2023,Argentina,South America,La Plata,Samsung Odyssey Neo G9,Monitor,Nil,Black,No,1534.51,0,2,1534.51,907.0,2783601.14,Samsung Store,Gift Card,Individual,25–34,Nil,4.1,Kept,3069.02,3069.02,3069.02,Premium,2783601,3069.02 ARS
106,SAMS-00000107,28-09-2023,Argentina,South America,La Plata,Samsung Galaxy Watch 4,Galaxy Watch,Nil,Bora Purple,No,181.3,0,1,181.3,907.0,164439.1,Corporate / B2B,EMI / Installment,Enterprise,35–44,Nil,4.8,Kept,181.3,181.3,181.3,Mid-range,164439,181.3 ARS
107,SAMS-00000108,14-11-2023,Argentina,South America,La Plata,Samsung WindFree AC 1.5 Ton,Appliances,Nil,Black,No,755.01,12,6,664.41,907.0,3615719.22,Samsung Store,Credit Card,Business,25–34,Nil,4.7,Kept,4530.0599999999995,3986.46,4530.0599999999995,Upper Mid-range,3615719,3986.46 ARS
108,SAMS-00000109,18-12-2023,Argentina,South America,La Plata,Samsung 32GB MicroSD Card,Accessories,Nil,Blue,No,8.26,0,10,8.26,907.0,74918.2,Authorized Reseller,EMI / Installment,Government,45–54,Nil,3.6,Kept,82.6,82.6,82.6,Budget,74918,82.6 ARS
109,SAMS-00000110,20-12-2023,Argentina,South America,La Plata,Samsung M8 4K Smart Monitor,Monitor,Nil,White,No,737.22,12,3,648.75,907.0,1765248.75,Third-Party Retailer,Cash,Education,35–44,Nil,4.0,Kept,2211.66,1946.25,2211.66,Upper Mid-range,1765248,1946.25 ARS
110,SAMS-00000111,26-12-2023,Argentina,South America,La Plata,Samsung 45W USB-C Charger,Accessories,Nil,Black,No,50.49,0,5,50.49,907.0,228972.15,E-commerce Platform,Debit Card,Individual,18–24,Nil,Nil,Kept,252.45000000000002,252.45000000000002,252.45000000000002,Budget,228972,252.45 ARS
111,SAMS-00000112,05-01-2024,Argentina,South America,La Plata,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome Lime,Yes,386.15,0,1,386.15,907.0,350238.05,Carrier Store,Cash,Enterprise,45–54,iOS,4.2,Kept,386.15,386.15,386.15,Mid-range,350238,386.15 ARS
112,SAMS-00000113,21-01-2024,Argentina,South America,La Plata,Samsung Galaxy Buds 2,Galaxy Buds,Nil,White,No,157.06,2,2,153.92,907.0,279210.88,Corporate / B2B,Debit Card,Government,35–44,Nil,Nil,Kept,314.12,307.84,314.12,Mid-range,279210,307.84 ARS
113,SAMS-00000114,28-02-2024,Argentina,South America,La Plata,Samsung Galaxy S23 FE,Galaxy S,1 TB,Titanium Violet,Yes,607.77,7,2,565.23,907.0,1025327.22,Corporate / B2B,Gift Card,Individual,25–34,Android (Samsung),Nil,Kept,1215.54,1130.46,1215.54,Upper Mid-range,1025327,1130.46 ARS
114,SAMS-00000115,31-03-2024,Argentina,South America,La Plata,Samsung Galaxy M04,Galaxy M,128 GB,Deep Ocean Blue,No,90.11,15,1,76.59,907.0,69467.13,Third-Party Retailer,Net Banking,Enterprise,55+,New User,3.3,Kept,90.11,76.59,90.11,Budget,69467,76.59 ARS
115,SAMS-00000116,01-04-2024,Argentina,South America,La Plata,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome Violet,Yes,484.39,15,1,411.73,907.0,373439.11,E-commerce Platform,Credit Card,Business,25–34,Feature Phone,Nil,Kept,484.39,411.73,484.39,Mid-range,373439,411.73 ARS
116,SAMS-00000117,11-07-2024,Argentina,South America,La Plata,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Green,Yes,1301.43,3,3,1262.39,907.0,3434963.19,Authorized Reseller,Cash,Business,25–34,Feature Phone,4.9,Kept,3904.29,3787.17,3904.29,Premium,3434963,3787.17 ARS
117,SAMS-00000118,01-08-2024,Argentina,South America,La Plata,Samsung Leather Phone Case,Accessories,Nil,Silver,No,49.82,0,3,49.82,907.0,135560.22,Third-Party Retailer,Samsung Pay,Government,45–54,Nil,4.4,Kept,149.46,149.46,149.46,Budget,135560,149.46 ARS
118,SAMS-00000119,19-09-2024,Argentina,South America,La Plata,Samsung OLED S95C 65-inch,Smart TV,Nil,Black,No,2523.54,0,2,2523.54,907.0,4577701.56,Samsung Store,Net Banking,Government,35–44,Nil,4.4,Kept,5047.08,5047.08,5047.08,Premium,4577701,5047.08 ARS
119,SAMS-00000120,29-10-2024,Argentina,South America,La Plata,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Lavender,Yes,1732.97,3,3,1680.98,907.0,4573946.58,Samsung Store,Cash,Enterprise,18–24,New User,2.6,Kept,5198.91,5042.9400000000005,5198.91,Premium,4573946,5042.94 ARS
120,SAMS-00000121,12-11-2024,Argentina,South America,La Plata,Samsung 25W USB-C Adapter,Accessories,Nil,Blue,No,30.89,0,1,30.89,907.0,28017.23,Samsung Store,Net Banking,Business,18–24,Nil,4.9,Kept,30.89,30.89,30.89,Budget,28017,30.89 ARS
121,SAMS-00000122,19-12-2024,Argentina,South America,La Plata,Samsung 256GB MicroSD Card,Accessories,Nil,Black,No,31.22,0,1,31.22,907.0,28316.54,E-commerce Platform,BNPL (Buy Now Pay Later),Enterprise,18–24,Nil,3.6,Returned,31.22,31.22,31.22,Budget,28316,31.22 ARS
122,SAMS-00000123,15-03-2021,Argentina,South America,Mar del Plata,Samsung T7 Shield 1TB SSD,Accessories,Nil,Blue,No,92.7,20,2,74.16,907.0,134526.24,E-commerce Platform,Debit Card,Business,55+,Nil,Nil,Kept,185.4,148.32,185.4,Budget,134526,148.32 ARS
123,SAMS-00000124,22-03-2021,Argentina,South America,Mar del Plata,Samsung Galaxy Watch 4 Classic,Galaxy Watch,Nil,Graphite,No,239.3,0,2,239.3,907.0,434090.2,Online (Samsung.com),Net Banking,Business,45–54,Nil,3.8,Kept,478.6,478.6,478.6,Mid-range,434090,478.6 ARS
124,SAMS-00000125,28-03-2021,Argentina,South America,Mar del Plata,Samsung Galaxy A14,Galaxy A,64 GB,Awesome White,No,168.52,20,4,134.82,907.0,489126.96,Third-Party Retailer,Cash,Business,55+,Android (Samsung),4.1,Kept,674.08,539.28,674.08,Mid-range,489126,539.28 ARS
125,SAMS-00000126,31-05-2021,Argentina,South America,Mar del Plata,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Titanium Black,Yes,1228.56,0,1,1228.56,907.0,1114303.92,Online (Samsung.com),Credit Card,Education,45–54,Android (Other),3.8,Kept,1228.56,1228.56,1228.56,Premium,1114303,1228.56 ARS
126,SAMS-00000127,14-06-2021,Argentina,South America,Mar del Plata,Samsung T7 Shield 1TB SSD,Accessories,Nil,Navy,No,97.87,15,1,83.19,907.0,75453.33,Authorized Reseller,Gift Card,Education,25–34,Nil,2.6,Exchanged,97.87,83.19,97.87,Budget,75453,83.19 ARS
127,SAMS-00000128,28-09-2021,Argentina,South America,Mar del Plata,Samsung Galaxy Tab S9+,Galaxy Tab,512 GB,Graphite,No,1049.39,2,4,1028.4,907.0,3731035.2,Samsung Store,BNPL (Buy Now Pay Later),Government,55+,Nil,3.8,Kept,4197.56,4113.6,4197.56,Premium,3731035,4113.6 ARS
128,SAMS-00000129,23-11-2021,Argentina,South America,Mar del Plata,Samsung WindFree AC 1.5 Ton,Appliances,Nil,Black,No,797.32,0,1,797.32,907.0,723169.24,Corporate / B2B,Net Banking,Enterprise,35–44,Nil,4.9,Returned,797.32,797.32,797.32,Upper Mid-range,723169,797.32 ARS
129,SAMS-00000130,27-11-2021,Argentina,South America,Mar del Plata,Samsung Galaxy Watch 6 Classic,Galaxy Watch,Nil,Gold,No,405.5,2,2,397.39,907.0,720865.46,E-commerce Platform,EMI / Installment,Individual,25–34,Nil,3.7,Kept,811.0,794.78,811.0,Mid-range,720865,794.78 ARS
130,SAMS-00000131,30-11-2021,Argentina,South America,Mar del Plata,Samsung 32GB MicroSD Card,Accessories,Nil,Black,No,8.42,12,3,7.41,907.0,20162.61,Corporate / B2B,Cash,Business,35–44,Nil,4.1,Kept,25.259999999999998,22.23,25.259999999999998,Budget,20162,22.23 ARS
131,SAMS-00000132,12-01-2022,Argentina,South America,Mar del Plata,Samsung 11kg Washer-Dryer Combo,Appliances,Nil,White,No,1081.86,0,2,1081.86,907.0,1962494.04,Online (Samsung.com),Samsung Pay,Business,25–34,Nil,Nil,Kept,2163.72,2163.72,2163.72,Premium,1962494,2163.72 ARS
132,SAMS-00000133,04-03-2022,Argentina,South America,Mar del Plata,Samsung 25W USB-C Adapter,Accessories,Nil,Black,No,30.63,5,1,29.1,907.0,26393.7,Authorized Reseller,Credit Card,Individual,45–54,Nil,2.5,Kept,30.63,29.1,30.63,Budget,26393,29.1 ARS
133,SAMS-00000134,26-03-2022,Argentina,South America,Mar del Plata,Samsung Galaxy A04,Galaxy A,256 GB,Awesome White,No,108.97,5,1,103.52,907.0,93892.64,E-commerce Platform,Debit Card,Government,55+,iOS,Nil,Kept,108.97,103.52,108.97,Mid-range,93892,103.52 ARS
134,SAMS-00000135,24-04-2022,Argentina,South America,Mar del Plata,Samsung Galaxy A34 5G,Galaxy A,256 GB,Awesome Graphite,Yes,433.85,15,5,368.77,907.0,1672371.95,Online (Samsung.com),Credit Card,Education,45–54,Android (Other),3.7,Kept,2169.25,1843.85,2169.25,Mid-range,1672371,1843.85 ARS
135,SAMS-00000136,06-05-2022,Argentina,South America,Mar del Plata,Samsung Odyssey Neo G9,Monitor,Nil,Black,No,1544.77,2,1,1513.87,907.0,1373080.09,Samsung Store,Credit Card,Enterprise,35–44,Nil,4.0,Kept,1544.77,1513.87,1544.77,Premium,1373080,1513.87 ARS
136,SAMS-00000137,16-06-2022,Argentina,South America,Mar del Plata,Samsung Wireless Charger Pad,Accessories,Nil,Blue,No,48.55,2,1,47.58,907.0,43155.06,Samsung Store,Net Banking,Government,25–34,Nil,Nil,Kept,48.55,47.58,48.55,Budget,43155,47.58 ARS
137,SAMS-00000138,25-07-2022,Argentina,South America,Mar del Plata,Samsung Neo QLED 4K QN85C,Smart TV,Nil,White,No,1930.39,0,1,1930.39,907.0,1750863.73,Authorized Reseller,Cash,Government,45–54,Nil,4.9,Kept,1930.39,1930.39,1930.39,Premium,1750863,1930.39 ARS
138,SAMS-00000139,10-09-2022,Argentina,South America,Mar del Plata,Samsung Galaxy A14 5G,Galaxy A,256 GB,Awesome Lime,Yes,206.76,0,2,206.76,907.0,375062.64,Corporate / B2B,Cash,Education,18–24,Android (Samsung),4.7,Kept,413.52,413.52,413.52,Mid-range,375062,413.52 ARS
139,SAMS-00000140,07-04-2023,Argentina,South America,Mar del Plata,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,1 TB,Silver,No,1304.32,0,3,1304.32,907.0,3549054.72,Carrier Store,Credit Card,Government,45–54,Nil,2.6,Kept,3912.96,3912.96,3912.96,Premium,3549054,3912.96 ARS
140,SAMS-00000141,16-07-2023,Argentina,South America,Mar del Plata,Samsung Galaxy S22+,Galaxy S,1 TB,Phantom White,Yes,933.81,0,1,933.81,907.0,846965.67,Third-Party Retailer,BNPL (Buy Now Pay Later),Education,25–34,Android (Samsung),Nil,Kept,933.81,933.81,933.81,Upper Mid-range,846965,933.81 ARS
141,SAMS-00000142,20-09-2023,Argentina,South America,Mar del Plata,Samsung Galaxy Buds 2,Galaxy Buds,Nil,Bora Purple,No,135.72,20,1,108.58,907.0,98482.06,Samsung Store,Samsung Pay,Business,35–44,Nil,4.5,Returned,135.72,108.58,135.72,Mid-range,98482,108.58 ARS
142,SAMS-00000143,17-11-2023,Argentina,South America,Mar del Plata,Samsung Odyssey G7 27-inch,Monitor,Nil,White,No,567.87,0,1,567.87,907.0,515058.09,E-commerce Platform,Cash,Individual,45–54,Nil,Nil,Kept,567.87,567.87,567.87,Upper Mid-range,515058,567.87 ARS
143,SAMS-00000144,15-12-2023,Argentina,South America,Mar del Plata,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Graphite,No,167.92,0,1,167.92,907.0,152303.44,Carrier Store,Samsung Pay,Business,25–34,Feature Phone,Nil,Kept,167.92,167.92,167.92,Mid-range,152303,167.92 ARS
144,SAMS-00000145,25-12-2023,Argentina,South America,Mar del Plata,Samsung T55 27-inch FHD,Monitor,Nil,White,No,269.24,5,2,255.78,907.0,463984.92,E-commerce Platform,Credit Card,Individual,45–54,Nil,4.0,Kept,538.48,511.56,538.48,Mid-range,463984,511.56 ARS
145,SAMS-00000146,19-01-2024,Argentina,South America,Mar del Plata,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,128 GB,Graphite,No,1092.6,0,3,1092.6,907.0,2972964.6,E-commerce Platform,Samsung Pay,Business,18–24,Nil,2.9,Kept,3277.7999999999997,3277.7999999999997,3277.7999999999997,Premium,2972964,3277.8 ARS
146,SAMS-00000147,12-02-2024,Argentina,South America,Mar del Plata,Samsung Galaxy Z Flip 5,Galaxy Z,256 GB,Graphite,Yes,937.26,2,1,918.51,907.0,833088.57,Carrier Store,Debit Card,Business,18–24,Android (Other),4.3,Kept,937.26,918.51,937.26,Upper Mid-range,833088,918.51 ARS
147,SAMS-00000148,15-02-2024,Argentina,South America,Mar del Plata,Samsung ViewFinity S9,Monitor,Nil,Black,No,1379.97,7,2,1283.37,907.0,2328033.18,Authorized Reseller,Debit Card,Enterprise,25–34,Nil,4.9,Kept,2759.94,2566.74,2759.94,Premium,2328033,2566.74 ARS
148,SAMS-00000149,28-10-2024,Argentina,South America,Mar del Plata,Samsung 45W USB-C Charger,Accessories,Nil,Blue,No,47.81,0,1,47.81,907.0,43363.67,Online (Samsung.com),Net Banking,Government,55+,Nil,3.6,Kept,47.81,47.81,47.81,Budget,43363,47.81 ARS
149,SAMS-00000150,19-02-2021,Argentina,South America,Mendoza,Samsung Galaxy S22,Galaxy S,512 GB,Graph,Yes,704.37,3,1,683.24,907.0,619698.68,Samsung Store,Samsung Pay,Business,55+,Android (Other),4.1,Kept,704.37,683.24,704.37,Upper Mid-range,619698,683.24 ARS
150,SAMS-00000151,20-03-2021,Argentina,South America,Mendoza,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Peach,Yes,422.2,7,5,392.65,907.0,1780667.75,Corporate / B2B,BNPL (Buy Now Pay Later),Individual,18–24,Android (Other),4.5,Kept,2111.0,1963.25,2111.0,Mid-range,1780667,1963.25 ARS
151,SAMS-00000152,25-04-2021,Argentina,South America,Mendoza,Samsung Galaxy S22 Ultra,Galaxy S,1 TB,Phantom Black,Yes,1124.84,0,1,1124.84,907.0,1020229.88,Online (Samsung.com),Credit Card,Government,18–24,Feature Phone,2.8,Kept,1124.84,1124.84,1124.84,Premium,1020229,1124.84 ARS
152,SAMS-00000153,30-04-2021,Argentina,South America,Mendoza,Samsung Galaxy S24 Ultra,Galaxy S,128 GB,Lavender,Yes,1341.28,2,5,1314.45,907.0,5961030.75,E-commerce Platform,Samsung Pay,Business,55+,Android (Other),Nil,Kept,6706.4,6572.25,6706.4,Premium,5961030,6572.25 ARS
153,SAMS-00000154,08-05-2021,Argentina,South America,Mendoza,Samsung ViewFinity S9,Monitor,Nil,White,No,1525.18,0,2,1525.18,907.0,2766676.52,Carrier Store,Cash,Enterprise,18–24,Nil,3.9,Kept,3050.36,3050.36,3050.36,Premium,2766676,3050.36 ARS
154,SAMS-00000155,18-05-2021,Argentina,South America,Mendoza,Samsung Leather Phone Case,Accessories,Nil,White,No,49.36,0,1,49.36,907.0,44769.52,E-commerce Platform,Samsung Pay,Enterprise,25–34,Nil,Nil,Exchanged,49.36,49.36,49.36,Budget,44769,49.36 ARS
155,SAMS-00000156,03-06-2021,Argentina,South America,Mendoza,Samsung Galaxy S23 Ultra,Galaxy S,512 GB,Green,Yes,1194.93,2,3,1171.03,907.0,3186372.63,Authorized Reseller,Credit Card,Education,35–44,Android (Samsung),4.4,Kept,3584.79,3513.09,3584.79,Premium,3186372,3513.09 ARS
156,SAMS-00000157,24-06-2021,Argentina,South America,Mendoza,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Green,Yes,1172.15,0,2,1172.15,907.0,2126280.1,Carrier Store,Samsung Pay,Government,18–24,iOS,Nil,Kept,2344.3,2344.3,2344.3,Premium,2126280,2344.3 ARS
157,SAMS-00000158,21-07-2021,Argentina,South America,Mendoza,Samsung T55 27-inch FHD,Monitor,Nil,White,No,267.73,0,1,267.73,907.0,242831.11,Online (Samsung.com),Net Banking,Government,25–34,Nil,4.8,Kept,267.73,267.73,267.73,Mid-range,242831,267.73 ARS
158,SAMS-00000159,28-07-2021,Argentina,South America,Mendoza,Samsung Galaxy Watch 5,Galaxy Watch,Nil,Cream,No,242.91,10,4,218.62,907.0,793153.36,Corporate / B2B,EMI / Installment,Individual,35–44,Nil,4.7,Kept,971.64,874.48,971.64,Mid-range,793153,874.48 ARS
159,SAMS-00000160,09-08-2021,Argentina,South America,Mendoza,Samsung Galaxy Tab A9+,Galaxy Tab,512 GB,Graphite,No,349.36,0,4,349.36,907.0,1267478.08,Third-Party Retailer,Gift Card,Individual,35–44,Nil,4.1,Kept,1397.44,1397.44,1397.44,Mid-range,1267478,1397.44 ARS
160,SAMS-00000161,22-01-2022,Argentina,South America,Mendoza,Samsung Galaxy Buds 2,Galaxy Buds,Nil,Cream,No,157.34,12,1,138.46,907.0,125583.22,Online (Samsung.com),Cash,Government,18–24,Nil,Nil,Kept,157.34,138.46,157.34,Mid-range,125583,138.46 ARS
161,SAMS-00000162,02-03-2022,Argentina,South America,Mendoza,Samsung Galaxy M34 5G,Galaxy M,128 GB,Dark Blue,Yes,259.03,3,9,251.26,907.0,2051035.38,Third-Party Retailer,Debit Card,Business,35–44,Android (Samsung),4.7,Kept,2331.2699999999995,2261.34,2331.2699999999995,Mid-range,2051035,2261.34 ARS
162,SAMS-00000163,25-03-2022,Argentina,South America,Mendoza,Samsung Galaxy S21 FE,Galaxy S,256 GB,Phantom Black,No,509.6,10,1,458.64,907.0,415986.48,Carrier Store,Credit Card,Government,45–54,Android (Samsung),Nil,Kept,509.6,458.64,509.6,Upper Mid-range,415986,458.64 ARS
163,SAMS-00000164,20-04-2022,Argentina,South America,Mendoza,Samsung Galaxy Watch 5,Galaxy Watch,Nil,Black,No,231.94,0,1,231.94,907.0,210369.58,Samsung Store,Debit Card,Education,45–54,Nil,3.2,Exchanged,231.94,231.94,231.94,Mid-range,210369,231.94 ARS
164,SAMS-00000165,07-05-2022,Argentina,South America,Mendoza,Samsung Galaxy A24,Galaxy A,256 GB,Awesome White,No,250.23,0,10,250.23,907.0,2269586.1,Third-Party Retailer,Samsung Pay,Business,45–54,Feature Phone,Nil,Kept,2502.2999999999997,2502.2999999999997,2502.2999999999997,Mid-range,2269586,2502.3 ARS
165,SAMS-00000166,17-06-2022,Argentina,South America,Mendoza,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome Lime,Yes,433.09,12,1,381.12,907.0,345675.84,Online (Samsung.com),BNPL (Buy Now Pay Later),Education,45–54,iOS,4.0,Kept,433.09,381.12,433.09,Mid-range,345675,381.12 ARS
166,SAMS-00000167,09-08-2022,Argentina,South America,Mendoza,Samsung Galaxy Watch FE,Galaxy Watch,Nil,Sapphire,No,205.01,12,3,180.41,907.0,490895.61,Corporate / B2B,BNPL (Buy Now Pay Later),Enterprise,55+,Nil,2.8,Kept,615.03,541.23,615.03,Mid-range,490895,541.23 ARS
167,SAMS-00000168,21-10-2022,Argentina,South America,Mendoza,Samsung 25L Microwave,Appliances,Nil,Black,No,207.64,7,4,193.11,907.0,700603.08,Authorized Reseller,BNPL (Buy Now Pay Later),Education,35–44,Nil,4.7,Kept,830.56,772.44,830.56,Mid-range,700603,772.44 ARS
